date,Ab,pos_total,pos_known_white ,pos_known_black ,pos_known_latinx_hisp,pos_known_asian,pos_known_hisp,deaths_total,deaths_known_white ,deaths_known_black ,deaths_known_latinx_hisp,deaths_known_asian,deaths_known_hisp
20200426,SC,5490,2106,1968,228,,216,174,82,62,,,
20200426,SD,,,,,,,,,,,,
20200426,TN,9667,4028,1930,,193,731,181,111,57,,4,5
20200426,TX,24631,1145,415,900,118,900,648,106,35,51,3,51
20200426,UT,4123,1892,81,1448,112,1448,,,,,,
20200426,VA,12970,4412,2428,,,,448,233,117,,,
20200426,VI,,,,,,,,,,,,
20200426,VT,851,773,15,17,10,17,46,41,,,2,
20200426,WA,13521,4132,555,2379,804,2379,749,492,19,50,67,50
20200426,WI,5911,3083,1414,,174,1338,272,165,94,,5,16
20200426,WV,1053,839,85,,,,,,,,,
20200426,WY,370,217,4,54,5,54,,,,,,
20200422,AK,335,184,7,,37,22,9,2,0,,2,0
20200422,AL,4903,2296,1842,,42,194,160,79,75,,2,4
20200422,AR,2276,1179,654,,25,86,42,25,14,,,
20200422,AS,,,,,,,,,,,,
20200422,AZ,5459,1822,200,946,77,946,229,110,8,34,3,34
20200422,CA,35396,6982,1630,9701,3020,9701,1293,417,138,364,206,364
20200422,CO,10878,5858,821,,301,,508,353,37,,16,
20200422,CT,22469,6706,2368,3145,299,3145,1544,1096,230,139,15,139
20200422,DC,3206,587,1595,,57,589,127,14,102,8,3,8
20200422,DE,,,,,,,19,16,,,,
20200422,FL,27791,13646,4551,,,7781,,,,,,
20200422,GA,21102,4908,6445,,246,1305,846,335,442,,10,27
20200422,GU,,,,,,,,,,,,
20200422,HI,547,135,4,,139,,,,,,,
20200422,IA,3748,2290,517,,232,779,,,,,,
20200422,ID,56,41,1,,,2,,,,,,
20200422,IL,35108,8573,8504,6195,1244,6195,1565,621,596,181,62,181
20200422,IN,12438,6144,2102,646,99,646,661,,,,,
20200422,KS,2211,1366,343,,37,494,110,65,35,,0,3
20200422,KY,3373,2186,379,,1,216,175,125,27,,2,1
20200422,LA,,,,,,,1473,505,828,20,12,20
20200422,MA,42944,9232,3006,4595,601,4595,2182,704,106,106,41,106
20200422,MD,14775,3476,5540,2033,304,2033,631,234,289,69,21,69
20200422,ME,,,,,,,,,,,,
20200422,MI,34980,10529,11208,1018,679,1018,2813,1237,1125,28,28,28
20200422,MN,2758,1659,353,,108,217,182,134,10,5,1,5
20200422,MO,6135,2393,1841,,,245,208,81,62,,,0
20200422,MP,,,,,,,,,,,,
20200422,MS,4894,1663,2582,,,,193,71,120,,,
20200422,MT,439,370,2,,1,,,,,,,
20200422,NC,7220,2898,2146,,98,542,242,133,86,,1,5
20200422,ND,,,,,,,,,,,,
20200422,NE,,,,,,,,,,,,
20200422,NH,1447,937,63,70,37,,,,,,,
20200422,NJ,,,,,,,5063,1879,838,656,205,656
20200422,NM,2189,426,50,493,33,493,,,,,,
20200422,NV,,,,,,,,,,,,
20200422,NY,,,,,,,3430,2065,615,464,141,464
20200422,OH,14117,6915,3112,,186,396,610,439,95,,1,10
20200422,OK,2894,2057,155,,60,,170,132,11,,1,
20200422,OR,1928,1065,47,509,64,509,,,,,,
20200422,PA,35684,6639,3289,,339,,1622,602,211,,22,
20200422,PR,,,,,,,,,,,,
20200422,RI,5841,2394,700,2453,,2453,181,135,10,18,,18
20200422,SC,3895,1558,1402,194,,,127,72,53,,,
20200422,SD,,,,,,,,,,,,
20200422,TN,7842,3637,1620,,168,580,166,96,56,,4,7
20200422,TX,21069,7563,340,775,115,775,543,80,26,37,2,37
20200422,UT,3729,1687,62,1134,100,1134,,,,,,
20200422,VA,10266,3540,1900,,,,,,,,,
20200422,VI,,,,,,,,,,,,
20200422,VT,823,715,15,17,10,17,40,35,,,2,
20200422,WA,12494,3986,528,2203,758,,692,460,17,48,64,
20200422,WI,4845,2526,1198,,135,842,246,151,82,,5,15
20200422,WV,963,743,79,,,,,,,,,
20200422,WY,326,210,3,47,3,,,,,,,
20200419,AK,319,167,7,,33,21,9,2,0,,2,0
20200419,AL,4903,2300,1831,,45,167,160,66,85,,5,5
20200419,AR,1739,1049,511,,23,,39,23,14,,,
20200419,AS,,,,,,,,,,,,
20200419,AZ,4929,947,96,478,76,478,184,73,6,32,3,32
20200419,CA,28963,5821,1358,7567,2522,7567,1072,347,115,298,154,298
20200419,CO,9730,5381,707,,248,,422,294,36,,13,
20200419,CT,17962,4876,1782,2286,214,,1127,766,171,100,14,
20200419,DC,2793,548,1403,,51,,96,11,75,8,2,
20200419,DE,,,,,,,,16,,,,
20200419,FL,,,,,,,,,,,,
20200419,GA,18489,3637,4916,,178,871,689,263,364,,9,24
20200419,GU,,,,,,,,,,,,
20200419,HI,,,,,,,,,,,,
20200419,IA,2902,1912,293,,136,560,,,,,,
20200419,ID,,,,,,,,,,,,
20200419,IL,30357,7554,7498,4913,1085,4913,1791,501,502,134,51,134
20200419,IN,11210,5605,1961,470,89,470,,,,,,
20200419,KS,1849,1141,314,,27,334,92,53,27,,0,2
20200419,KY,2960,2300,389,,111,219,148,115,32,,1,1
20200419,LA,,,,,,,1277,383,751,13,10,13
20200419,MA,38077,7640,2524,3818,538,3818,1706,520,78,81,30,81
20200419,MD,12830,3037,4855,1639,276,1639,486,159,196,21,15,21
20200419,ME,,,,,,,,,,,,
20200419,MI,31892,9427,10369,628,628,628,2387,1028,956,23,23,23
20200419,MN,2387,1484,282,,117,164,133,100,5,2,0,2
20200419,MO,5665,2153,1643,,,226,174,66,51,,,0
20200419,MP,,,,,,,,,,,,
20200419,MS,4274,1407,2203,,,,159,57,100,,,
20200419,MT,433,354,2,,1,,,,,,,
20200419,NC,6493,2664,1921,,93,427,172,96,62,,1,4
20200419,ND,,,,,,,,,,,,
20200419,NE,,,,,,,,,,,,
20200419,NH,,,,,,,,,,,,
20200419,NJ,,,,,,,4190,2138,924,701,226,
20200419,NM,1825,376,47,443,29,,,,,,,
20200419,NV,,,,,,,,,,,,
20200419,NY,,,,,,,10578,2824,1862,2091,457,
20200419,OH,11602,5758,2415,,167,319,471,327,68,,1,10
20200419,OK,,,,,,,,,,,,
20200419,OR,1914,766,31,340,48,340,,,,,,
20200419,PA,,,,,,,,,,,,
20200419,PR,,,,,,,,,,,,
20200419,RI,,,,,,,,,,,,
20200419,SC,3519,1759,1442,,,,106,60,44,,,
20200419,SD,,,,,,,,,,,,
20200419,TN,7070,3347,1470,,130,441,148,88,47,,3,6
20200419,TX,2574,944,296,663,110,,189,69,18,30,1,
20200419,UT,,,,,,,,,,,,
20200419,VA,8537,2830,1578,,,,,,,,,
20200419,VI,,,,,,,,,,,,
20200419,VT,,,,,,,,,,,,
20200419,WA,11790,3703,464,1835,691,,634,414,16,38,59,
20200419,WI,4346,2214,1025,,116,628,220,132,80,,5,11
20200419,WV,,,,,,,,,,,,
20200419,WY,,,,,,,,,,,,
20200415,AK,293,133,4,,25,15,9,2,0,,2,0
20200415,AL,4241,1996,1594,,41,134,82,34,43,,3,3
20200415,AR,1569,945,441,,21,,,,,,,
20200415,AS,,,,,,,,,,,,
20200415,AZ,3962,785,81,366,,,142,55,5,15,,
20200415,CA,24424,4921,1111,5873,2063,,821,278,85,214,104,
20200415,CO,8280,4738,582,2441,214,,357,247,25,63,10,
20200415,CT,13381,3419,1145,1447,144,,602,409,85,58,9,
20200415,DC,2197,411,1009,,31,324,72,8,54,8,2,
20200415,DE,,,,,,,35,16,,,,
20200415,FL,,,,,,,,,,,,
20200415,GA,15828,2645,3780,568,131,568,596,216,299,20,8,
20200415,GU,,,,,,,,,,,,
20200415,HI,,,,,,,,,,,,
20200415,IA,2337,1492,183,345,65,345,,,,,,
20200415,ID,,,,,,,,,,,,
20200415,IL,24593,6127,6331,3357,847,,948,355,397,89,33,
20200415,IN,8953,4468,1576,,71,322,439,280,91,5,2,5
20200415,KS,,,,,,,,,,,,
20200415,KY,2291,1348,194,,43,,122,77,22,,1,
20200415,LA,,,,,,,1103,333,653,,9,11
20200415,MA,29918,5437,1749,2537,397,2537,1108,306,40,50,16,50
20200415,MD,10032,2425,3724,1075,230,1075,349,109,139,13,10,13
20200415,ME,,,,,,,,,,,,
20200415,MI,28059,7856,9259,,,561,1921,768,768,,,19
20200415,MN,1815,1212,180,,72,90,86,73,1,,1,2
20200415,MO,4895,1762,1419,,,195,147,54,48,,,5
20200415,MP,,,,,,,,,,,,
20200415,MS,3360,1243,1881,,,,96,32,63,,,
20200415,MT,404,319,1,,1,,,,,,,
20200415,NC,5123,2177,1507,,71,289,117,62,40,,1,3
20200415,ND,,,,,,,,,,,,
20200415,NE,,,,,,,,,,,,
20200415,NH,,,,,,,,,,,,
20200415,NJ,,,,,,,726,435,175,,36,
20200415,NM,1467,348,46,382,25,,,,,,,
20200415,NV,,,,,,,,,,,,
20200415,NY,,,,,,,10578,2824,1862,2091,457,
20200415,OH,7791,4198,1598,,141,218,361,261,48,,1,7
20200415,OK,,,,,,,,,,,,
20200415,OR,,,,,,,,,,,,
20200415,PA,,,,,,,,,,,,
20200415,PR,,,,,,,,,,,,
20200415,RI,,,,,,,,,,,,
20200415,SC,3114,1573,1265,,,147,91,36,45,,,
20200415,SD,,,,,,,,,,,,
20200415,TN,6079,2972,1218,,88,346,,,,,,
20200415,TX,2182,838,250,552,98,,,,,,,
20200415,UT,,,,,,,,,,,,
20200415,VA,6889,2214,1278,,,,,,,,,
20200415,VI,,,,,,,,,,,,
20200415,VT,,,,,,,,,,,,
20200415,WA,10783,3396,400,1532,601,1532,567,378,15,33,54,33
20200415,WI,3721,1881,916,,90,443,182,104,71,,4,9
20200415,WV,,,,,,,,,,,,
20200415,WY,,,,,,,,,,,,
20200412,AK,,,,,,,,,,,,
20200412,AL,3582,1657,1279,,37,100,,,,,,
20200412,AR,1280,814,324,,20,,,,,,,
20200412,AS,,,,,,,,,,,,
20200412,AZ,3539,661,65,286,,,114,28,2,8,3,
20200412,CA,21794,4323,945,4729,1756,,651,224,54,147,92,
20200412,CO,,,,,,,,,,,,
20200412,CT,11510,3030,993,1277,124,,494,343,65,45,6,
20200412,DC,1874,354,852,,26,241,50,6,36,6,2,
20200412,DE,,,,,,,35,16,,,,
20200412,FL,,,,,,,,,,,,
20200412,GA,12922,2023,2741,372,86,372,,,,,,
20200412,GU,,,,,,,,,,,,
20200412,HI,,,,,,,,,,,,
20200412,IA,,,,,,,,,,,,
20200412,ID,,,,,,,,,,,,
20200412,IL,20852,5214,5458,2513,691,,720,259,308,70,27,
20200412,IN,7928,3734,1331,,55,3068,343,219,68,,1,5
20200412,KS,,,,,,,,,,,,
20200412,KY,1959,1123,159,,34,,1942,1225,342,,2,
20200412,LA,,,,,,,,,,,,
20200412,MA,25475,4271,1358,1885,331,1885,756,199,20,28,13,28
20200412,MD,8251,2300,3200,,190,,235,83,104,,8,
20200412,ME,,,,,,,,,,,,
20200412,MI,24635,6652,8130,,,492,1483,535,594,,,14
20200412,MN,1642,1086,145,,64,81,70,58,1,,1,2
20200412,MO,4158,1414,1123,,,166,108,37,28,,,4
20200412,MP,,,,,,,,,,,,
20200412,MS,2780,1001,1529,,,,95,32,63,,,
20200412,MT,387,305,1,,1,,,,,,,
20200412,NC,4520,1768,1245,,54,239,81,46,29,,1,2
20200412,ND,,,,,,,,,,,,
20200412,NE,,,,,,,,,,,,
20200412,NH,,,,,,,,,,,,
20200412,NJ,,,,,,,726,435,175,,36,
20200412,NM,,,,,,,,,,,,
20200412,NV,,,,,,,,,,,,
20200412,NY,,,,,,,6723,3440,2333,,576,2656
20200412,OH,6604,3524,1328,,124,174,253,161,33,,,2
20200412,OK,,,,,,,,,,,,
20200412,OR,,,,,,,,,,,,
20200412,PA,,,,,,,,,,,,
20200412,PR,,,,,,,,,,,,
20200412,RI,,,,,,,,,,,,
20200412,SC,2010,1108,780,,,103,61,25,28,,,
20200412,SD,,,,,,,,,,,,
20200412,TN,5308,2504,922,,73,269,,,,,,
20200412,TX,2021,787,223,518,91,,,,,,,
20200412,UT,,,,,,,,,,,,
20200412,VA,5274,1528,841,,,,,,,,,
20200412,VI,,,,,,,,,,,,
20200412,VT,,,,,,,,,,,,
20200412,WA,10411,2903,289,1180,451,1180,508,290,9,24,36,24
20200412,WI,3341,1680,857,,81,361,144,77,61,,4,4
20200412,WV,,,,,,,,,,,,
20200412,WY,,,,,,,,,,,,
